,video_name,is_name,is_comic,comic_name,tokens
831,"Vald : ""Je vieillis j'accepte tout doucement d'être sincère""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Vald"", "":"", ""\""Je"", ""vieillis"", ""j'"", ""accepte"", ""tout"", ""doucement"", ""d'"", ""\u00eatre"", ""sinc\u00e8re\""""]"
832,Le Palmashow : la parodie télé sur grand écran - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""Palmashow"", "":"", ""la"", ""parodie"", ""t\u00e9l\u00e9"", ""sur"", ""grand"", ""\u00e9cran"", ""-"", ""L'"", ""Instant"", ""M""]"
833,Sur Tiktok des hommes cuisinent de la viande en plein air (et c'est fascinant) - Capture d'écrans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Sur"", ""Tiktok"", ""des"", ""hommes"", ""cuisinent"", ""de"", ""la"", ""viande"", ""en"", ""plein"", ""air"", ""(et"", ""c'"", ""est"", ""fascinant)"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
834,La marquise de Felpin - La carte Blanche de Laura Felpin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""marquise"", ""de"", ""Felpin"", ""-"", ""La"", ""carte"", ""Blanche"", ""de"", ""Laura"", ""Felpin""]"
835,La Master-Classe de de Mouss et Hakim,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""Master-Classe"", ""de"", ""de"", ""Mouss"", ""et"", ""Hakim""]"
836,Sapho reprend Les Passantes de Brassens carte blanche,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Sapho"", ""reprend"", ""Les"", ""Passantes"", ""de"", ""Brassens"", ""carte"", ""blanche""]"
837,"""Zone interdite"" sur l'islam radical : témoins et journalistes menacés - L'Instant M","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Zone"", ""interdite\"""", ""sur"", ""l'"", ""islam"", ""radical"", "":"", ""t\u00e9moins"", ""et"", ""journalistes"", ""menac\u00e9s"", ""-"", ""L'"", ""Instant"", ""M""]"
838,"Isabelle Lasserre sur la situation au Mali : ""c'est un revers supplémentaire pour la France""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Isabelle"", ""Lasserre"", ""sur"", ""la"", ""situation"", ""au"", ""Mali"", "":"", ""\""c'"", ""est"", ""un"", ""revers"", ""suppl\u00e9mentaire"", ""pour"", ""la"", ""France\""""]"
839,"Fabrice Luchini : ""Si je n’avais pas mon métier je ne pourrais plus vivre en société""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fabrice"", ""Luchini"", "":"", ""\""Si"", ""je"", ""n\u2019avais"", ""pas"", ""mon"", ""m\u00e9tier"", ""je"", ""ne"", ""pourrais"", ""plus"", ""vivre"", ""en"", ""soci\u00e9t\u00e9\""""]"
840,La France racontée par nos prénoms - Capture d'écrans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""France"", ""racont\u00e9e"", ""par"", ""nos"", ""pr\u00e9noms"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
841,Le questionnaire Jupiproust des Bodin's,"[0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""des"", ""Bodin'"", ""s""]"
842,"""Dans ce pays toute augmente sauf les intentions de vote pour Hidalgo"" - Le Journal de 17h17","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""\""Dans"", ""ce"", ""pays"", ""toute"", ""augmente"", ""sauf"", ""les"", ""intentions"", ""de"", ""vote"", ""pour"", ""Hidalgo\"""", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
843,Yazdan Yazdanpanah chef du service des maladies infectieuses de l'hôpital Bichat  France Inter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Yazdan"", ""Yazdanpanah"", ""chef"", ""du"", ""service"", ""des"", ""maladies"", ""infectieuses"", ""de"", ""l'"", ""h\u00f4pital"", ""Bichat"", """", ""France"", ""Inter""]"
844,Travailleurs essentiels le compte y est-il  Christine Ehrel économiste,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Travailleurs"", ""essentiels"", ""le"", ""compte"", ""y"", ""est-il"", """", ""Christine"", ""Ehrel"", ""\u00e9conomiste""]"
845,"""Il faut taper fort"" : le gouvernement annonce deux enquêtes contre le groupe Orpea","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Il"", ""faut"", ""taper"", ""fort\"""", "":"", ""le"", ""gouvernement"", ""annonce"", ""deux"", ""enqu\u00eates"", ""contre"", ""le"", ""groupe"", ""Orpea""]"
846,"""Les saisies connaissent un niveau historiquement élevé"" explique l'Office anti-stupéfiants","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Les"", ""saisies"", ""connaissent"", ""un"", ""niveau"", ""historiquement"", ""\u00e9lev\u00e9\"""", ""explique"", ""l'"", ""Office"", ""anti-stup\u00e9fiants""]"
847,Quand le Cnrs passe Cyril Hanouna au crible - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Quand"", ""le"", ""Cnrs"", ""passe"", ""Cyril"", ""Hanouna"", ""au"", ""crible"", ""-"", ""L'"", ""Instant"", ""M""]"
848,Prévenir les violences faites aux enfants par leurs parents - En toute subjectivité Cécile Duflot,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pr\u00e9venir"", ""les"", ""violences"", ""faites"", ""aux"", ""enfants"", ""par"", ""leurs"", ""parents"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""C\u00e9cile"", ""Duflot""]"
849,Nadal Djoko et Federer à la maison de retraite - Le Sketch avec Carmen Maura,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Nadal"", ""Djoko"", ""et"", ""Federer"", ""\u00e0"", ""la"", ""maison"", ""de"", ""retraite"", ""-"", ""Le"", ""Sketch"", ""avec"", ""Carmen"", ""Maura""]"
850,La start-up nation et la burn-out nation - La chronique de Thomas Vdb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Thomas Vdb""]","[""La"", ""start-up"", ""nation"", ""et"", ""la"", ""burn-out"", ""nation"", ""-"", ""La"", ""chronique"", ""de"", ""Thomas"", ""Vdb""]"
851,Les bonnes nouvelles de la planète du 28 janvier 2022,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""bonnes"", ""nouvelles"", ""de"", ""la"", ""plan\u00e8te"", ""du"", ""28"", ""janvier"", ""2022""]"
852,"Leïla Slimani : ""Ecrire un roman qui puisse parler à tout le monde""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le\u00efla"", ""Slimani"", "":"", ""\""Ecrire"", ""un"", ""roman"", ""qui"", ""puisse"", ""parler"", ""\u00e0"", ""tout"", ""le"", ""monde\""""]"
853,"Camille Lamarche ex-juriste à Orpea : ""Mon devoir était de dénoncer ce qu'il s'y passait""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Camille"", ""Lamarche"", ""ex-juriste"", ""\u00e0"", ""Orpea"", "":"", ""\""Mon"", ""devoir"", ""\u00e9tait"", ""de"", ""d\u00e9noncer"", ""ce"", ""qu'"", ""il"", ""s'"", ""y"", ""passait\""""]"
854,Raoul Peck le contre-récit - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Raoul"", ""Peck"", ""le"", ""contre-r\u00e9cit"", ""-"", ""L'"", ""Instant"", ""M""]"
855,"Il faut lire ""l'Emprise"" de Marc Endeweld - En toute subjectivité Natacha Polony","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Il"", ""faut"", ""lire"", ""\""l'"", ""Emprise\"""", ""de"", ""Marc"", ""Endeweld"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""Natacha"", ""Polony""]"
856,"Adrien Quatennens : ""Il nous faut un service public de la dépendance""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Adrien"", ""Quatennens"", "":"", ""\""Il"", ""nous"", ""faut"", ""un"", ""service"", ""public"", ""de"", ""la"", ""d\u00e9pendance\""""]"
857,"Florence Parly : ""La France ne peut pas rester au Mali à n'importe quel prix""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Florence"", ""Parly"", "":"", ""\""La"", ""France"", ""ne"", ""peut"", ""pas"", ""rester"", ""au"", ""Mali"", ""\u00e0"", ""n'"", ""importe"", ""quel"", ""prix\""""]"
858,Avec Gilles Gateau directeur général de l'Apec,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Avec"", ""Gilles"", ""Gateau"", ""directeur"", ""g\u00e9n\u00e9ral"", ""de"", ""l'"", ""Apec""]"
859,"""Si tu reportes les épreuves anticipées du bac ça devient donc les épreuves du bac""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Si"", ""tu"", ""reportes"", ""les"", ""\u00e9preuves"", ""anticip\u00e9es"", ""du"", ""bac"", ""\u00e7a"", ""devient"", ""donc"", ""les"", ""\u00e9preuves"", ""du"", ""bac\""""]"
860,Arthur ça penche L'Instant M,"[0, 0, 0, 0, 0, 0]",0,[],"[""Arthur"", ""\u00e7a"", ""penche"", ""L'"", ""Instant"", ""M""]"
861,Radio France : comment allier publicité à l'antenne et enjeux environnementaux,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Radio"", ""France"", "":"", ""comment"", ""allier"", ""publicit\u00e9"", ""\u00e0"", ""l'"", ""antenne"", ""et"", ""enjeux"", ""environnementaux""]"
862,"Blandine Brière : ""Mon frère Benjamin emprisonné en Iran est un otage""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Blandine"", ""Bri\u00e8re"", "":"", ""\""Mon"", ""fr\u00e8re"", ""Benjamin"", ""emprisonn\u00e9"", ""en"", ""Iran"", ""est"", ""un"", ""otage\""""]"
863,Récentisme : l’improbable théorie complotiste,"[0, 0, 0, 0, 0]",0,[],"[""R\u00e9centisme"", "":"", ""l\u2019improbable"", ""th\u00e9orie"", ""complotiste""]"
864,Lettre à Emmanuel Todd - En toute subjectivité,"[0, 0, 1, 1, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""Emmanuel"", ""Todd"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
865,Plus d'un Français sur cinq filtre ses appels au téléphone - Net Plus Ultra,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Plus"", ""d'"", ""un"", ""Fran\u00e7ais"", ""sur"", ""cinq"", ""filtre"", ""ses"", ""appels"", ""au"", ""t\u00e9l\u00e9phone"", ""-"", ""Net"", ""Plus"", ""Ultra""]"
866,la sexualité des adolescents et le consentement - Interclass',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""la"", ""sexualit\u00e9"", ""des"", ""adolescents"", ""et"", ""le"", ""consentement"", ""-"", ""Interclass'"", """"]"
867,Le questionnaire Jupiproust d'Alexis Rosenfeld,"[0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""d'"", ""Alexis"", ""Rosenfeld""]"
868,Primaire populaire campagne présidentielle et parc à thème sur le chocolat - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Primaire"", ""populaire"", ""campagne"", ""pr\u00e9sidentielle"", ""et"", ""parc"", ""\u00e0"", ""th\u00e8me"", ""sur"", ""le"", ""chocolat"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
869,"Frederik Peeters : Comme dessiner ""Saint-Elme""","[0, 0, 0, 0, 0, 0]",0,[],"[""Frederik"", ""Peeters"", "":"", ""Comme"", ""dessiner"", ""\""Saint-Elme\""""]"
870,Cry me a river L'impératrice reprend Justin Timberlake - Carte blanche,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Cry"", ""me"", ""a"", ""river"", ""L'"", ""imp\u00e9ratrice"", ""reprend"", ""Justin"", ""Timberlake"", ""-"", ""Carte"", ""blanche""]"
871,Cyril Féraud ou la télé chimiquement pure - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Cyril"", ""F\u00e9raud"", ""ou"", ""la"", ""t\u00e9l\u00e9"", ""chimiquement"", ""pure"", ""-"", ""L'"", ""Instant"", ""M""]"
872,Marée noire au Pérou : la faute au volcan des Tonga vraiment,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Mar\u00e9e"", ""noire"", ""au"", ""P\u00e9rou"", "":"", ""la"", ""faute"", ""au"", ""volcan"", ""des"", ""Tonga"", ""vraiment""]"
873,"Richard Ferrand après le scandale Orpéa : ""L'or gris c'est pas du business""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Richard"", ""Ferrand"", ""apr\u00e8s"", ""le"", ""scandale"", ""Orp\u00e9a"", "":"", ""\""L'"", ""or"", ""gris"", ""c'"", ""est"", ""pas"", ""du"", ""business\""""]"
874,Isabelle Huet directrice générale de l'association Rose Up,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Isabelle"", ""Huet"", ""directrice"", ""g\u00e9n\u00e9rale"", ""de"", ""l'"", ""association"", ""Rose"", ""Up""]"
875,"Fanny Ardant : ""Dès qu'une histoire d'amour ne rentre pas dans le rang c'est de la dynamite""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fanny"", ""Ardant"", "":"", ""\""D\u00e8s"", ""qu'"", ""une"", ""histoire"", ""d'"", ""amour"", ""ne"", ""rentre"", ""pas"", ""dans"", ""le"", ""rang"", ""c'"", ""est"", ""de"", ""la"", ""dynamite\""""]"
876,"Série : ""Catastrophe"" est une réussite Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""S\u00e9rie"", "":"", ""\""Catastrophe\"""", ""est"", ""une"", ""r\u00e9ussite"", ""Capture"", ""d'"", ""\u00e9crans""]"
877,Claire Hédon défenseure des droits réagit aux révélations sur les Ehpad Orpéa  France Inter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Claire"", ""H\u00e9don"", ""d\u00e9fenseure"", ""des"", ""droits"", ""r\u00e9agit"", ""aux"", ""r\u00e9v\u00e9lations"", ""sur"", ""les"", ""Ehpad"", ""Orp\u00e9a"", """", ""France"", ""Inter""]"
878,Ginette Kolinka rescapée d'Auschwitz - Interclass',"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Ginette"", ""Kolinka"", ""rescap\u00e9e"", ""d'"", ""Auschwitz"", ""-"", ""Interclass'"", """"]"
879,La Master Classe de Jeanne Cherhal,"[0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""Master"", ""Classe"", ""de"", ""Jeanne"", ""Cherhal""]"
880,"""En 24h Omicron arrive à fédérer plus de Français qu'Anne Hidalgo depuis des mois"" - Le journal","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""En"", ""24h"", ""Omicron"", ""arrive"", ""\u00e0"", ""f\u00e9d\u00e9rer"", ""plus"", ""de"", ""Fran\u00e7ais"", ""qu'"", ""Anne"", ""Hidalgo"", ""depuis"", ""des"", ""mois\"""", ""-"", ""Le"", ""journal""]"
881,"Michaël Foessel : ""La question du plaisir est aujourd'hui centrale en politique""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Micha\u00ebl"", ""Foessel\u00a0:"", ""\""La"", ""question"", ""du"", ""plaisir"", ""est"", ""aujourd'"", ""hui"", ""centrale"", ""en"", ""politique\""""]"
882,"Richard Ramos : ""Les industriels de la charcuterie sont prêts à tout pour faire du fric""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Richard"", ""Ramos"", "":"", ""\""Les"", ""industriels"", ""de"", ""la"", ""charcuterie"", ""sont"", ""pr\u00eats"", ""\u00e0"", ""tout"", ""pour"", ""faire"", ""du"", ""fric\""""]"
883,Élisabeth Quin : 10 x 28 - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\u00c9lisabeth"", ""Quin"", "":"", ""10"", ""x"", ""28"", ""-"", ""L'"", ""Instant"", ""M""]"
884,Argenteuil : Monet les platanes et le centre commercial,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Argenteuil"", "":"", ""Monet"", ""les"", ""platanes"", ""et"", ""le"", ""centre"", ""commercial""]"
885,"""Qui veut être mon associé"" : plongée ludique dans le monde de l'entreprise - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Qui"", ""veut"", ""\u00eatre"", ""mon"", ""associ\u00e9\"""", "":"", ""plong\u00e9e"", ""ludique"", ""dans"", ""le"", ""monde"", ""de"", ""l'"", ""entreprise"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
886,Le karcher de Valérie Pécresse - Le Sketch Par Jupiter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""karcher"", ""de"", ""Val\u00e9rie"", ""P\u00e9cresse"", ""-"", ""Le"", ""Sketch"", ""Par"", ""Jupiter""]"
887,Les voisins de mes voisins sont mes voisins - La chronique de Léo Karmann,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Léo Karmann""]","[""Les"", ""voisins"", ""de"", ""mes"", ""voisins"", ""sont"", ""mes"", ""voisins"", ""-"", ""La"", ""chronique"", ""de"", ""L\u00e9o"", ""Karmann""]"
888,"""Biden pendant son mandat on le voyait plus développer un Alzheimer qu’un Gilles de la Tourette""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Biden"", ""pendant"", ""son"", ""mandat"", ""on"", ""le"", ""voyait"", ""plus"", ""d\u00e9velopper"", ""un"", ""Alzheimer"", ""qu\u2019un"", ""Gilles"", ""de"", ""la"", ""Tourette\""""]"
889,"Jeanne Brugère-Picoux : ""Les modifications de la biodiversité exposent l'homme à certaines maladies""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jeanne"", ""Brug\u00e8re-Picoux"", "":"", ""\""Les"", ""modifications"", ""de"", ""la"", ""biodiversit\u00e9"", ""exposent"", ""l'"", ""homme"", ""\u00e0"", ""certaines"", ""maladies\""""]"
890,"Gérald Darmanin : ""Il faut arrêter le police-bashing ce serait bien pour tout le monde""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""G\u00e9rald"", ""Darmanin"", "":"", ""\""Il"", ""faut"", ""arr\u00eater"", ""le"", ""police-bashing"", ""ce"", ""serait"", ""bien"", ""pour"", ""tout"", ""le"", ""monde\""""]"
891,Oui le vin la viande et le fromage sont menacés - En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Oui"", ""le"", ""vin"", ""la"", ""viande"", ""et"", ""le"", ""fromage"", ""sont"", ""menac\u00e9s"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
892,"""Vice Versa"" un dessin animé nietzschéen Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Vice"", ""Versa\"""", ""un"", ""dessin"", ""anim\u00e9"", ""nietzsch\u00e9en"", ""Capture"", ""d'"", ""\u00e9crans""]"
893,Bloqué - Le Sketch Par Jupiter avec Gringe,"[0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Bloqu\u00e9"", ""-"", ""Le"", ""Sketch"", ""Par"", ""Jupiter"", ""avec"", ""Gringe""]"
894,La géo-ingénierie solaire est-elle une solution pour le climat,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""g\u00e9o-ing\u00e9nierie"", ""solaire"", ""est-elle"", ""une"", ""solution"", ""pour"", ""le"", ""climat""]"
895,Pompidou - Les Présidents et la Culture #CulturePrime,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pompidou"", ""-"", ""Les"", ""Pr\u00e9sidents"", ""et"", ""la"", ""Culture"", ""#CulturePrime""]"
896,"""Le Figaro"" et les trois droites - L'Instant M","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Le"", ""Figaro\"""", ""et"", ""les"", ""trois"", ""droites"", ""-"", ""L'"", ""Instant"", ""M""]"
897,"Christophe Robert : ""Parmi les personnes sous le seuil de pauvreté les plus pauvres s'enfoncent""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Christophe"", ""Robert"", "":"", ""\""Parmi"", ""les"", ""personnes"", ""sous"", ""le"", ""seuil"", ""de"", ""pauvret\u00e9"", ""les"", ""plus"", ""pauvres"", ""s'"", ""enfoncent\""""]"
898,"Didier Cohen : ""30% des Français se sont vus refuser au moins une fois un Rdv chez l'ophtalmo""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Didier"", ""Cohen"", "":"", ""\""30%"", ""des"", ""Fran\u00e7ais"", ""se"", ""sont"", ""vus"", ""refuser"", ""au"", ""moins"", ""une"", ""fois"", ""un"", ""Rdv"", ""chez"", ""l'"", ""ophtalmo\""""]"
899,"Mathilde Imer de la primaire populaire : ""Aucun des noms des candidats ne sera retiré""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Mathilde"", ""Imer"", ""de"", ""la"", ""primaire"", ""populaire"", "":"", ""\""Aucun"", ""des"", ""noms"", ""des"", ""candidats"", ""ne"", ""sera"", ""retir\u00e9\""""]"
900,Delphine de Vigan est la présidente du 48ème Prix du Livre Inter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Delphine"", ""de"", ""Vigan"", ""est"", ""la"", ""pr\u00e9sidente"", ""du"", ""48\u00e8me"", ""Prix"", ""du"", ""Livre"", ""Inter""]"
901,"Alexis Kohler le ""ministre de la désindustrialisation"" - En toute subjectivité Natacha Polony","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Alexis"", ""Kohler"", ""le"", ""\""ministre"", ""de"", ""la"", ""d\u00e9sindustrialisation\"""", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""Natacha"", ""Polony""]"
902,"""La corde"" sur Arte : un thriller fantastique - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""La"", ""corde\"""", ""sur"", ""Arte"", "":"", ""un"", ""thriller"", ""fantastique"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
903,"""On a trouvé un moyen de lutter contre le réchauffement climatique: relancer la guerre froide""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""On"", ""a"", ""trouv\u00e9"", ""un"", ""moyen"", ""de"", ""lutter"", ""contre"", ""le"", ""r\u00e9chauffement"", ""climatique:"", ""relancer"", ""la"", ""guerre"", ""froide\""""]"
904,Les bonnes nouvelles de la planète du 21 janvier 2022,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""bonnes"", ""nouvelles"", ""de"", ""la"", ""plan\u00e8te"", ""du"", ""21"", ""janvier"", ""2022""]"
905,"""Grothendieck a eu un impact incroyable"" sur les mathématiques (C Villani et J -P Bourguignon)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Grothendieck"", ""a"", ""eu"", ""un"", ""impact"", ""incroyable\"""", ""sur"", ""les"", ""math\u00e9matiques"", ""(C"", ""Villani"", ""et"", ""J"", ""-P"", ""Bourguignon)""]"
906,Quelles mutations attendre cette année du monde du travail,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Quelles"", ""mutations"", ""attendre"", ""cette"", ""ann\u00e9e"", ""du"", ""monde"", ""du"", ""travail""]"
907,Les complotistes qui complotent,"[0, 0, 0, 0]",0,[],"[""Les"", ""complotistes"", ""qui"", ""complotent""]"
908,Un journaliste dans l'enfer d'une prison marocaine - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Un"", ""journaliste"", ""dans"", ""l'"", ""enfer"", ""d'"", ""une"", ""prison"", ""marocaine"", ""-"", ""L'"", ""Instant"", ""M""]"
909,Tahiti : découverte d'un récif de corail intact et gigantesque,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Tahiti"", "":"", ""d\u00e9couverte"", ""d'"", ""un"", ""r\u00e9cif"", ""de"", ""corail"", ""intact"", ""et"", ""gigantesque""]"
910,Lettre à un jeune homme dépressif - En toute subjectivité Anne-Cécile Mailfert,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""un"", ""jeune"", ""homme"", ""d\u00e9pressif"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""Anne-C\u00e9cile"", ""Mailfert""]"
911,Le gouvernement britannique veut lutter contre le chiffrement des messages de bout en bout,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""gouvernement"", ""britannique"", ""veut"", ""lutter"", ""contre"", ""le"", ""chiffrement"", ""des"", ""messages"", ""de"", ""bout"", ""en"", ""bout""]"
912,Le questionnaire Jupiproust d'Anne Richard,"[0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""d'"", ""Anne"", ""Richard""]"
913,"Christine Lagarde : ""L'inflation va se stabiliser et baisser graduellement au cours de 2022""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Christine"", ""Lagarde"", "":"", ""\""L'"", ""inflation"", ""va"", ""se"", ""stabiliser"", ""et"", ""baisser"", ""graduellement"", ""au"", ""cours"", ""de"", ""2022\""""]"
914,"Aude Picault : Comment dessiner ""Amalia""","[0, 0, 0, 0, 0, 0]",0,[],"[""Aude"", ""Picault"", "":"", ""Comment"", ""dessiner"", ""\""Amalia\""""]"
915,Sauvons Woody,"[0, 0]",0,[],"[""Sauvons"", ""Woody""]"
